,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSDARG00000092948,5.154378304,2.484127908,0.825479937,3.009313488,0.002618388,0.031348858
ENSDARG00000059139,16.73014242,2.485827739,0.750114338,3.313931777,0.00091994,0.013630267
ENSDARG00000117241,50.88590463,2.487420819,0.874180625,2.845431193,0.004435134,0.047255823
ENSDARG00000088362,24.43526451,2.487921245,0.687066535,3.621077607,0.000293378,0.005574452
ENSDARG00000074749,117.28628,2.487945317,0.627981974,3.961810086,7.44E-05,0.001854824
ENSDARG00000098345,60.94491038,2.490627878,0.597379601,4.169254986,3.06E-05,0.000877617
ENSDARG00000075121,191.1688391,2.490639577,0.621650945,4.006492063,6.16E-05,0.00157153
ENSDARG00000114063,43.07157689,2.492148894,0.640679194,3.889854578,0.000100304,0.002355665
ENSDARG00000033251,120.2710238,2.493693496,0.701563058,3.554482332,0.000378724,0.006803358
ENSDARG00000012071,130.3561305,2.497926997,0.755533399,3.306176801,0.000945784,0.013964835
ENSDARG00000038069,11.2041439,2.499223301,0.747891924,3.341690452,0.000832699,0.012635169
ENSDARG00000004763,15.27340305,2.499909379,0.854484742,2.925633726,0.003437554,0.038729051
ENSDARG00000096928,10.00775676,2.500832935,0.809184836,3.090558327,0.001997806,0.025246929
ENSDARG00000010619,52.83432935,2.500941825,0.591758545,4.226287642,2.38E-05,0.00070597
ENSDARG00000117457,11.45365637,2.503110068,0.850567727,2.942869789,0.003251852,0.03704652
ENSDARG00000063416,577.241392,2.503464382,0.631428406,3.964763632,7.35E-05,0.001834146
ENSDARG00000044048,610.270593,2.504564829,0.728743882,3.436824503,0.000588577,0.009620016
ENSDARG00000087983,11.70061146,2.507535836,0.822560146,3.048452867,0.00230023,0.028365083
ENSDARG00000043587,104.1698132,2.50767343,0.56838434,4.411932657,1.02E-05,0.000354113
ENSDARG00000058299,16.19353671,2.507858706,0.849748539,2.951295106,0.003164444,0.036204964
ENSDARG00000009637,7.835679312,2.507866523,0.859820938,2.916731162,0.003537205,0.039560116
ENSDARG00000019861,572.1510678,2.508855478,0.519610084,4.828342553,1.38E-06,6.72E-05
ENSDARG00000014324,21.51568043,2.510878983,0.685523042,3.662720038,0.000249551,0.004925414
ENSDARG00000079922,140.7382039,2.512910927,0.865637715,2.902959152,0.003696548,0.041036916
ENSDARG00000101023,20.35742897,2.513704158,0.791484972,3.175934158,0.001493548,0.020160548
ENSDARG00000038700,3.933516878,2.515003226,0.846270993,2.971865097,0.002959967,0.034417661
ENSDARG00000031164,503.451771,2.515182555,0.506938747,4.961511761,6.99E-07,3.91E-05
ENSDARG00000091712,448.1012368,2.516332401,0.549038,4.583166192,4.58E-06,0.000186997
ENSDARG00000093822,11.98289086,2.516600006,0.865368084,2.908126671,0.00363601,0.040474734
ENSDARG00000040474,39.47476729,2.517350655,0.562351713,4.476470147,7.59E-06,0.000275188
ENSDARG00000013777,265.398148,2.517416195,0.600905765,4.189369349,2.80E-05,0.000816486
ENSDARG00000073994,101.5103255,2.518621057,0.562402819,4.478322245,7.52E-06,0.000273275
ENSDARG00000043154,6417.024327,2.519551038,0.66243288,3.80348125,0.000142677,0.003166566
ENSDARG00000102872,8.29186787,2.520599344,0.782405892,3.221600669,0.001274767,0.017698659
ENSDARG00000071049,7.098476635,2.523246885,0.820327208,3.075902957,0.002098661,0.02630396
ENSDARG00000086990,183.7298991,2.5240199,0.644095134,3.918706675,8.90E-05,0.002128154
ENSDARG00000114721,7.922823222,2.524771014,0.849271686,2.972866112,0.002950331,0.034342946
ENSDARG00000034559,70.6947614,2.527540744,0.652529768,3.873448947,0.000107306,0.002498161
ENSDARG00000016598,5.550944646,2.527946164,0.837429797,3.018696222,0.002538649,0.030668777
ENSDARG00000105438,56.86789662,2.533133617,0.495419998,5.113103283,3.17E-07,2.09E-05
ENSDARG00000057714,74.36162002,2.534130155,0.540569416,4.687890357,2.76E-06,0.000122273
ENSDARG00000032862,26.75053482,2.534613508,0.650787208,3.894688582,9.83E-05,0.002324489
ENSDARG00000054548,12.79859482,2.536120899,0.739039402,3.43164504,0.000599932,0.009753457
ENSDARG00000079327,49.28264028,2.536448683,0.744909138,3.405044394,0.000661533,0.010515229
ENSDARG00000038012,17.84627226,2.538028658,0.734609972,3.454933577,0.000550428,0.009159475
ENSDARG00000102929,37.61022476,2.53862756,0.613144086,4.140344198,3.47E-05,0.000980115
ENSDARG00000027699,8.332803876,2.541559498,0.848797439,2.994306277,0.002750697,0.032450308
ENSDARG00000057590,74.44445825,2.542912631,0.726200199,3.501668869,0.000462354,0.00802927
ENSDARG00000094738,13.94231667,2.543502911,0.849582792,2.993825835,0.002755032,0.032450308
ENSDARG00000105562,60.12671784,2.545025391,0.562826482,4.521865039,6.13E-06,0.000235027
ENSDARG00000099636,6.567645605,2.545134723,0.867325085,2.934464559,0.003341237,0.03784318
ENSDARG00000095184,37.11075166,2.546521131,0.742505162,3.429634246,0.000604395,0.009811107
ENSDARG00000036424,20.67333234,2.546732926,0.768319891,3.314677854,0.000917488,0.013612798
ENSDARG00000014386,156.0862788,2.548533543,0.547686852,4.653267708,3.27E-06,0.000139523
ENSDARG00000098706,67.41837566,2.549471532,0.521885871,4.885113156,1.03E-06,5.27E-05
ENSDARG00000039881,149.4926612,2.551285763,0.619553405,4.117943249,3.82E-05,0.001062161
ENSDARG00000043085,10.18054522,2.553815195,0.871192829,2.931400616,0.003374373,0.038157883
ENSDARG00000022139,7.955610566,2.554887959,0.829930659,3.078435446,0.002080906,0.026124423
ENSDARG00000093851,453.9989417,2.554947084,0.819219369,3.118758149,0.00181615,0.023577987
ENSDARG00000071017,171.3095348,2.555101105,0.742600823,3.440746394,0.000580112,0.009539966
ENSDARG00000099409,52.18377592,2.55532052,0.604791398,4.22512709,2.39E-05,0.000708634
ENSDARG00000087574,42.41387675,2.556522449,0.774642359,3.300261624,0.000965947,0.0141648
ENSDARG00000029239,6.117690548,2.557583508,0.823431854,3.106005064,0.001896335,0.024294659
ENSDARG00000099456,14.04209871,2.558156332,0.808803144,3.162891181,0.001562107,0.020940653
ENSDARG00000076495,23.75195646,2.55816299,0.848690833,3.014246048,0.002576188,0.030982315
ENSDARG00000091584,100.5825304,2.559259832,0.751065578,3.407505157,0.000655597,0.010444855
ENSDARG00000090072,13.52388343,2.560400226,0.733535694,3.490491666,0.000482133,0.008305337
ENSDARG00000032079,55.70767818,2.560565624,0.737993625,3.469631088,0.000521174,0.008828591
ENSDARG00000117504,14.28763363,2.56206764,0.788356842,3.24988318,0.001154524,0.016401757
ENSDARG00000093788,16.79103903,2.563651326,0.754034545,3.399912302,0.000674075,0.010667033
ENSDARG00000095378,67.39902377,2.564247328,0.731868445,3.503699807,0.000458842,0.007974761
ENSDARG00000098410,20.63707736,2.564360386,0.704477349,3.640089193,0.000272544,0.005257954
ENSDARG00000087532,23.51958452,2.568090534,0.788223927,3.258072288,0.001121718,0.015999442
ENSDARG00000097726,39.63071851,2.569044028,0.663121943,3.874165311,0.000106991,0.002493538
ENSDARG00000089094,5.374140764,2.57064549,0.848623301,3.029195036,0.002452063,0.029875794
ENSDARG00000038709,32.52281531,2.570979362,0.739395151,3.47713852,0.000506796,0.00865355
ENSDARG00000117461,11.5359121,2.572849724,0.804918022,3.196412124,0.001391482,0.019096061
ENSDARG00000058348,1665.328506,2.573741562,0.499988135,5.147605272,2.64E-07,1.80E-05
ENSDARG00000052644,10.41269486,2.574194498,0.871530141,2.953649424,0.003140405,0.035998871
ENSDARG00000045517,219.8628523,2.57704572,0.608030434,4.238349883,2.25E-05,0.000679476
ENSDARG00000092167,20.44882419,2.578885103,0.798812265,3.228399483,0.00124485,0.017396189
ENSDARG00000088124,454.7641615,2.579445332,0.653515801,3.947028258,7.91E-05,0.001952671
ENSDARG00000052846,37.17705359,2.579780291,0.799533994,3.226604885,0.001252683,0.017494227
ENSDARG00000074772,29.2521589,2.581632552,0.789928419,3.268185432,0.001082394,0.01557352
ENSDARG00000075343,14.59870047,2.582476315,0.856024449,3.016825417,0.002554369,0.030841264
ENSDARG00000042021,204.9185339,2.587822037,0.628712316,4.11606703,3.85E-05,0.001066875
ENSDARG00000009094,9.97400021,2.58863832,0.817772438,3.165475137,0.001548299,0.020807698
ENSDARG00000060435,90.52799801,2.589160112,0.637375362,4.062221837,4.86E-05,0.00127917
ENSDARG00000012016,17.35201914,2.590675289,0.719207592,3.602124501,0.000315627,0.005884738
ENSDARG00000052646,9.070239782,2.591053664,0.8467706,3.059923981,0.002213932,0.027509945
ENSDARG00000096623,2.606087819,2.591150221,0.85623999,3.026196221,0.002476515,0.030122254
ENSDARG00000061140,152.5188101,2.593295501,0.613386093,4.227835503,2.36E-05,0.000702108
ENSDARG00000001498,45.52396497,2.593539069,0.564256504,4.596383115,4.30E-06,0.000177557
ENSDARG00000041294,117.3745449,2.597385014,0.754351442,3.443202823,0.000574868,0.009475579
ENSDARG00000011490,21.1219842,2.5980889,0.725377768,3.581704615,0.00034136,0.006296025
ENSDARG00000017254,14.66671807,2.598830945,0.72034104,3.607778539,0.00030883,0.005801068
ENSDARG00000010556,151.3776576,2.600717297,0.525000357,4.953743859,7.28E-07,4.01E-05
ENSDARG00000041917,12.65673781,2.601121892,0.809653278,3.21263677,0.001315225,0.018177804
ENSDARG00000110341,19.89212287,2.602355019,0.836038036,3.112723235,0.001853698,0.023877099
ENSDARG00000093521,6.890530969,2.602907429,0.82090392,3.170782068,0.001520292,0.020444147
ENSDARG00000045661,2204.848976,2.604341951,0.561915623,4.634756255,3.57E-06,0.000150802
ENSDARG00000057437,85.2754525,2.604484046,0.717006252,3.632442587,0.000280751,0.00538232
ENSDARG00000012968,70.32315701,2.605002371,0.711567074,3.660937201,0.000251294,0.004946129
ENSDARG00000086511,4.137454993,2.605323644,0.853404333,3.052859638,0.002266719,0.028065081
ENSDARG00000093214,121.8752369,2.606045841,0.613560524,4.247414458,2.16E-05,0.000658137
ENSDARG00000114948,7.317012895,2.606120901,0.866899328,3.006255533,0.002644866,0.031573174
ENSDARG00000103666,7.931485308,2.606271091,0.82045307,3.176624218,0.00149,0.020125342
ENSDARG00000011573,25.56980286,2.606626692,0.841641853,3.097073514,0.001954414,0.024838045
ENSDARG00000010434,924.8042124,2.615631729,0.712070417,3.673276782,0.00023946,0.004774691
ENSDARG00000117419,54.93810037,2.618396125,0.527728346,4.961636315,6.99E-07,3.91E-05
ENSDARG00000032708,502.2505017,2.618504862,0.504183104,5.193559327,2.06E-07,1.45E-05
ENSDARG00000071168,20.45352848,2.618988936,0.753738519,3.474665112,0.000511491,0.008705935
ENSDARG00000103351,229.878764,2.622463414,0.574963951,4.56109189,5.09E-06,0.000201621
ENSDARG00000033227,91.24623893,2.622868844,0.654465747,4.00764877,6.13E-05,0.001566523
ENSDARG00000024522,89.0274598,2.62305493,0.793598045,3.305268892,0.000948853,0.013990844
ENSDARG00000090560,246.3229435,2.625712928,0.613711681,4.278414457,1.88E-05,0.000586196
ENSDARG00000113572,80.62459325,2.626986408,0.65597143,4.004726863,6.21E-05,0.001581426
ENSDARG00000003533,67.03292936,2.628751885,0.839178316,3.132530756,0.001733063,0.022678212
ENSDARG00000095640,11.25261015,2.629228187,0.703528079,3.737204336,0.000186078,0.003914584
ENSDARG00000076496,304.4633786,2.630416532,0.752576969,3.495212637,0.000473684,0.008192784
ENSDARG00000094378,6.361796982,2.630486106,0.835190107,3.149565691,0.001635133,0.021783113
ENSDARG00000099915,8.270353842,2.632491494,0.837094677,3.144795407,0.00166203,0.022018041
ENSDARG00000062820,32.46988671,2.633137988,0.678693639,3.879715139,0.000104579,0.002439984
ENSDARG00000089434,78.64211981,2.63360963,0.630308927,4.178283881,2.94E-05,0.000850348
ENSDARG00000029146,1591.441592,2.634769214,0.492403592,5.35083264,8.76E-08,6.86E-06
ENSDARG00000039269,246.7534339,2.637024292,0.826893621,3.189073209,0.001427297,0.019450334
ENSDARG00000103515,22.3506385,2.63707327,0.839358319,3.141772959,0.001679282,0.022164243
ENSDARG00000033735,308.27027,2.638910013,0.598987802,4.405615611,1.05E-05,0.000363418
ENSDARG00000092714,5.367981224,2.639527369,0.865997033,3.047963524,0.002303979,0.028394948
ENSDARG00000087193,75.15840825,2.639940407,0.556430979,4.744416662,2.09E-06,9.70E-05
ENSDARG00000101051,17.96752983,2.640743083,0.642917035,4.107439904,4.00E-05,0.001098777
ENSDARG00000068274,8.711901206,2.641676624,0.870319132,3.035296509,0.002402993,0.029375005
ENSDARG00000100900,71.79022982,2.643158257,0.567412558,4.658265348,3.19E-06,0.000136992
ENSDARG00000015554,8.901496437,2.643547159,0.853199138,3.09839408,0.001945725,0.024778425
ENSDARG00000089919,4.882323384,2.64379483,0.841749044,3.140834966,0.001684669,0.022207949
ENSDARG00000094366,99.97627704,2.644522503,0.517055092,5.114585551,3.14E-07,2.08E-05
ENSDARG00000028367,1081.390797,2.645077086,0.795548437,3.324847317,0.00088467,0.01320831
ENSDARG00000097026,4.729962626,2.645957008,0.849477882,3.114803885,0.001840672,0.02378091
ENSDARG00000117763,10.29549448,2.646344768,0.769559954,3.438776609,0.000584349,0.009594898
ENSDARG00000015527,5.086201898,2.648211404,0.864365531,3.063763314,0.002185718,0.027203856
ENSDARG00000007788,17.58115443,2.649119177,0.702722346,3.769794987,0.000163382,0.003540926
ENSDARG00000074640,79.50548667,2.649627355,0.793023062,3.341173139,0.000834252,0.012649764
ENSDARG00000069270,21.88561414,2.65102915,0.727193713,3.645561153,0.000266809,0.005184721
ENSDARG00000077047,15.71270515,2.652824405,0.705705058,3.759112077,0.000170517,0.003648105
ENSDARG00000094990,22.49896551,2.656019524,0.862487324,3.079488184,0.002073566,0.026050466
ENSDARG00000075505,11.22355268,2.656336579,0.706492965,3.759891055,0.000169987,0.00364052
ENSDARG00000092883,86.38106094,2.656493762,0.575376549,4.616965648,3.89E-06,0.000162398
ENSDARG00000042296,36.88403419,2.656749193,0.720947557,3.685079679,0.000228631,0.004594061
ENSDARG00000076321,77.32855033,2.657308722,0.778847523,3.411847176,0.000645243,0.010333061
ENSDARG00000060498,201.3442078,2.658119542,0.60226868,4.413511159,1.02E-05,0.000352109
ENSDARG00000077709,1446.069524,2.659642396,0.698885829,3.805546321,0.000141492,0.003149941
ENSDARG00000044318,218.3373372,2.660557389,0.373531196,7.122718036,1.06E-12,9.43E-10
ENSDARG00000095773,23.91570521,2.660750151,0.805249946,3.304253748,0.000952296,0.014031937
ENSDARG00000046021,8.417055054,2.662493146,0.86064953,3.093585777,0.001977534,0.02507963
ENSDARG00000074854,33.65310876,2.663173646,0.726908976,3.66369619,0.000248602,0.004914734
ENSDARG00000071384,14.56252471,2.669099287,0.812658254,3.284405559,0.001021977,0.014864179
ENSDARG00000002533,9.90094897,2.670416739,0.755404214,3.535083189,0.000407647,0.007213899
ENSDARG00000052997,120.9205246,2.671009098,0.614748599,4.344880333,1.39E-05,0.000458681
ENSDARG00000022807,167.6842963,2.672986031,0.532696529,5.017840147,5.23E-07,3.10E-05
ENSDARG00000060584,26.6081297,2.678973677,0.790263876,3.389973601,0.000698994,0.010964052
ENSDARG00000068857,12.85332684,2.679805884,0.833376652,3.215599906,0.001301722,0.018014448
ENSDARG00000111882,176.509116,2.682277752,0.709059763,3.782865552,0.000155033,0.003405477
ENSDARG00000011157,83.50414752,2.68282027,0.77375555,3.467271117,0.000525771,0.008864363
ENSDARG00000001976,6.364775066,2.684541382,0.852934583,3.147417675,0.001647195,0.02189824
ENSDARG00000098256,3.787684819,2.687001441,0.861625524,3.118525815,0.001817582,0.023582275
ENSDARG00000093862,15.11428903,2.687915816,0.819308341,3.280713353,0.001035449,0.015009103
ENSDARG00000088641,97.55295442,2.688552028,0.58735668,4.577375418,4.71E-06,0.00019043
ENSDARG00000112942,5.337888228,2.690210419,0.859197998,3.131071563,0.001741697,0.022749457
ENSDARG00000059798,11.41159461,2.690747946,0.794171699,3.388118651,0.000703738,0.011014248
ENSDARG00000093418,19.6718398,2.690779527,0.635402635,4.234762931,2.29E-05,0.000685541
ENSDARG00000079269,62.2558294,2.690799779,0.735970313,3.656125434,0.000256056,0.005007605
ENSDARG00000103148,19.00504245,2.691053602,0.658983566,4.083642965,4.43E-05,0.001191646
ENSDARG00000036558,699.1281046,2.69109836,0.532138715,5.057136955,4.26E-07,2.61E-05
ENSDARG00000104100,24.47260251,2.692894861,0.611389676,4.404547491,1.06E-05,0.000364273
ENSDARG00000074771,29.26768077,2.693191264,0.744898111,3.615516303,0.00029975,0.005675348
ENSDARG00000044167,126.318164,2.695653332,0.615787661,4.377569582,1.20E-05,0.000404349
ENSDARG00000059026,3.183015824,2.696836703,0.858146271,3.142630567,0.00167437,0.022113056
ENSDARG00000091306,13.67957847,2.69739036,0.781074566,3.453435148,0.000553495,0.009199212
ENSDARG00000076848,52.08401176,2.698165398,0.621191973,4.343529076,1.40E-05,0.000460804
ENSDARG00000079752,241.9679533,2.698657926,0.766742419,3.519640833,0.000432132,0.007578241
ENSDARG00000078970,77.58887904,2.698835771,0.588709149,4.584327887,4.55E-06,0.000186316
ENSDARG00000095339,9.580292531,2.699189458,0.850732886,3.172781377,0.001509862,0.020329447
ENSDARG00000037790,36.98760437,2.700417909,0.844226572,3.198688598,0.001380542,0.018970261
ENSDARG00000079484,45.90707453,2.702005265,0.813934399,3.319684324,0.000901193,0.013389599
ENSDARG00000003259,71.91395503,2.70328539,0.79172646,3.414418395,0.000639183,0.010269591
ENSDARG00000100662,76.77692426,2.703893854,0.681141942,3.969648154,7.20E-05,0.001801155
ENSDARG00000096786,18.03799136,2.703940403,0.869751566,3.10886523,0.001878074,0.024118479
ENSDARG00000042561,68.2133987,2.70594768,0.545999789,4.955950051,7.20E-07,3.98E-05
ENSDARG00000052895,37.37586658,2.709300985,0.695902427,3.893219622,9.89E-05,0.002336035
ENSDARG00000009133,148.5508737,2.710119092,0.627125483,4.321494128,1.55E-05,0.000500108
ENSDARG00000094422,130.5515313,2.710959702,0.703354197,3.854330741,0.000116047,0.002669696
ENSDARG00000101906,15.6106431,2.711103889,0.82468879,3.287426627,0.001011075,0.014734106
ENSDARG00000041378,11.92219352,2.711158419,0.741176947,3.657909802,0.00025428,0.004995713
ENSDARG00000014907,332.4557195,2.71197555,0.533578416,5.082618538,3.72E-07,2.38E-05
ENSDARG00000055026,37.06335222,2.712708223,0.798400182,3.397679866,0.000679599,0.010726862
ENSDARG00000038683,40.76198461,2.713150629,0.796892478,3.40466337,0.000662457,0.010522093
ENSDARG00000069944,73.00398353,2.714163823,0.55413263,4.898040061,9.68E-07,5.03E-05
ENSDARG00000045190,113.1779575,2.718156597,0.662402075,4.103484421,4.07E-05,0.001114098
ENSDARG00000002298,39.19317337,2.720012519,0.662282881,4.107025256,4.01E-05,0.001099339
ENSDARG00000101190,26.38269178,2.72084481,0.690312813,3.941466478,8.10E-05,0.001982464
ENSDARG00000090728,18.02471939,2.721778804,0.665311939,4.090981456,4.30E-05,0.001158922
ENSDARG00000099773,5903.562366,2.722013745,0.826402399,3.293811522,0.000988387,0.014444365
ENSDARG00000100788,41.61969092,2.72312143,0.704425951,3.865731276,0.000110757,0.002567411
ENSDARG00000001733,86.05036108,2.723401874,0.624980436,4.357579402,1.32E-05,0.000437579
ENSDARG00000095940,4.882210971,2.723954697,0.835584603,3.259938832,0.001114362,0.015926376
ENSDARG00000043074,17.73971588,2.724113158,0.831879783,3.274647628,0.001057938,0.015262706
ENSDARG00000104973,5.843628203,2.724133849,0.856937878,3.178916372,0.001478267,0.019992117
ENSDARG00000097773,7.035668752,2.724732248,0.759025108,3.589778811,0.000330959,0.006148347
ENSDARG00000103703,6.898575512,2.725461811,0.839901411,3.244978251,0.001174596,0.016565907
ENSDARG00000097364,11.46734659,2.726668454,0.852870663,3.19704801,0.001388418,0.019066243
ENSDARG00000019025,32.94880859,2.72740796,0.788160391,3.460473262,0.000539227,0.009027196
ENSDARG00000013607,19.88603525,2.729034267,0.625430086,4.363452171,1.28E-05,0.000427319
ENSDARG00000068303,12.17486271,2.72928475,0.802190701,3.402289188,0.000668239,0.010606061
ENSDARG00000007009,32.61182772,2.729762227,0.868492425,3.143104246,0.001671663,0.022090938
ENSDARG00000091734,79.74680357,2.732281169,0.616802769,4.429748545,9.43E-06,0.000330355
ENSDARG00000069433,116.3514775,2.740347922,0.626854333,4.371586471,1.23E-05,0.000414287
ENSDARG00000099880,13.79947444,2.740415662,0.821797942,3.334658705,0.000854041,0.012887479
ENSDARG00000045958,61.87528338,2.740606416,0.722617624,3.792609433,0.000149073,0.003294842
ENSDARG00000012388,76.74476746,2.740931682,0.749614628,3.656454368,0.000255728,0.00500606
ENSDARG00000105625,16.0615496,2.740943067,0.866023018,3.164977156,0.001550951,0.020830259
ENSDARG00000117735,19.80602782,2.742534955,0.871494001,3.146934979,0.001649916,0.02189824
ENSDARG00000075932,11.34484933,2.743061612,0.831125938,3.300416321,0.000965415,0.0141648
ENSDARG00000061741,225.5145377,2.744873304,0.472933384,5.80393222,6.48E-09,9.06E-07
ENSDARG00000087225,80.14549071,2.745131885,0.656477458,4.181608753,2.89E-05,0.000841422
ENSDARG00000101040,13.00183603,2.745768206,0.791100285,3.470821914,0.000518868,0.008803474
ENSDARG00000019341,41.8267328,2.746402691,0.786539158,3.491755831,0.000479857,0.008279463
ENSDARG00000044125,374.0782262,2.746875094,0.478970626,5.73495522,9.75E-09,1.26E-06
ENSDARG00000092458,32.28616445,2.746987459,0.81475151,3.371564734,0.000747425,0.011571021
ENSDARG00000069415,308.0892194,2.74875756,0.858904203,3.200307498,0.00137281,0.018888282
ENSDARG00000093052,487.0119758,2.74883348,0.726639497,3.782939811,0.000154987,0.003405477
ENSDARG00000099702,17.07309927,2.750274283,0.809262308,3.398495465,0.000677576,0.010714513
ENSDARG00000035904,23.76616559,2.75068555,0.8713873,3.156673905,0.001595797,0.021325469
ENSDARG00000041413,102.7044123,2.752491432,0.672757142,4.091359662,4.29E-05,0.001158922
ENSDARG00000078964,35.17445872,2.7560859,0.73856653,3.731669102,0.000190215,0.003993774
ENSDARG00000088408,12.13059798,2.757123492,0.745942186,3.696162444,0.000218883,0.004460001
ENSDARG00000117751,4.516798624,2.757467587,0.84522559,3.262404284,0.001104715,0.015820195
ENSDARG00000044362,16.2250773,2.759662104,0.703279529,3.923990378,8.71E-05,0.002088986
ENSDARG00000117734,27.23670711,2.763495647,0.868698378,3.181191212,0.001466708,0.019853029
ENSDARG00000043716,15.24416407,2.765434281,0.795846828,3.474832321,0.000511173,0.008705935
ENSDARG00000058180,42.78095865,2.765770127,0.709985586,3.895529969,9.80E-05,0.002318997
ENSDARG00000111638,11.26310391,2.766385741,0.821957886,3.365605205,0.000763759,0.011781277
ENSDARG00000100862,36.67848447,2.76682503,0.716818571,3.859867955,0.000113448,0.002626869
ENSDARG00000098662,16.82859931,2.768549481,0.793991551,3.486875242,0.000488699,0.008391429
ENSDARG00000042954,7.867278097,2.769447381,0.852856999,3.247258782,0.001165224,0.016498984
ENSDARG00000113009,8.029019413,2.770127392,0.809136559,3.423559797,0.000618067,0.009992298
ENSDARG00000103755,5.103594197,2.770879701,0.820228201,3.378181458,0.000729669,0.011328934
ENSDARG00000024030,18.54511888,2.771001751,0.823981391,3.36294215,0.000771165,0.011861308
ENSDARG00000010347,3.894358622,2.771501884,0.859854587,3.223221608,0.001267574,0.017633131
ENSDARG00000059233,30.3617265,2.772317955,0.70635953,3.924797271,8.68E-05,0.002088986
ENSDARG00000078550,20.9992263,2.772636243,0.850668144,3.259362964,0.001116627,0.015948089
ENSDARG00000087764,21.85490024,2.772871111,0.805617463,3.441920314,0.0005776,0.00951174
ENSDARG00000057263,15.6859529,2.773882705,0.849145616,3.266674941,0.001088186,0.015625321
ENSDARG00000038694,20.27351463,2.774121242,0.727580437,3.812803509,0.000137399,0.003074957
ENSDARG00000077193,6.394083953,2.774377946,0.786433034,3.527799349,0.00041903,0.007377931
ENSDARG00000077897,127.4132972,2.774888022,0.500762459,5.541325977,3.00E-08,2.99E-06
ENSDARG00000086419,18.4384791,2.776102359,0.80720331,3.439161266,0.00058352,0.009588633
ENSDARG00000055751,554.6947201,2.776191067,0.850601487,3.26379757,0.001099297,0.015759508
ENSDARG00000019763,194.4064921,2.781675228,0.740322452,3.757383316,0.000171699,0.003666176
ENSDARG00000110756,305.2279946,2.787921943,0.78201895,3.565031186,0.000363813,0.006613235
ENSDARG00000095388,11.23524901,2.789001828,0.812261903,3.43362383,0.00059557,0.009693233
ENSDARG00000056084,8.097442754,2.789559784,0.815890719,3.419036053,0.000628434,0.010143997
ENSDARG00000097239,17.06236861,2.789752592,0.837576673,3.330742942,0.000866145,0.013004338
ENSDARG00000068288,815.8043953,2.791176154,0.782219375,3.568277956,0.000359335,0.006548532
ENSDARG00000020136,42.13225276,2.791178604,0.664405867,4.201014381,2.66E-05,0.000780923
ENSDARG00000068141,20.75665685,2.792557926,0.787806988,3.544723476,0.000393025,0.006995652
ENSDARG00000069692,41.67622371,2.793351095,0.754763345,3.700962845,0.000214783,0.00440161
ENSDARG00000010423,131.3469272,2.794123511,0.623375098,4.482250767,7.39E-06,0.000269205
ENSDARG00000104292,44.1613061,2.796319743,0.791643962,3.532294662,0.00041197,0.007284018
ENSDARG00000070903,45.35640563,2.798202814,0.587529871,4.762656254,1.91E-06,8.94E-05
ENSDARG00000073970,66.55498745,2.798687877,0.743890494,3.762231002,0.000168404,0.003613854
ENSDARG00000062590,6841.629571,2.799510439,0.602155471,4.649148891,3.33E-06,0.00014149
ENSDARG00000102525,98.1514266,2.800728088,0.551495884,5.078420652,3.81E-07,2.43E-05
ENSDARG00000069707,11.95294874,2.801450306,0.817882806,3.425246606,0.000614242,0.009948296
ENSDARG00000086645,31.72876334,2.802072631,0.650304511,4.308862363,1.64E-05,0.000527154
ENSDARG00000016570,5.891280645,2.802864191,0.86458529,3.241859679,0.001187525,0.016726197
ENSDARG00000037782,21.2199523,2.804704948,0.7981965,3.513802615,0.000441741,0.007715141
ENSDARG00000103981,4.266627409,2.80482697,0.833889864,3.363546063,0.00076948,0.011843902
ENSDARG00000113386,333.6643181,2.806710513,0.477340896,5.879886967,4.11E-09,6.13E-07
ENSDARG00000062510,103.2901155,2.807341828,0.557423438,5.036282359,4.75E-07,2.85E-05
ENSDARG00000098772,617.4579978,2.810533329,0.643885642,4.364957291,1.27E-05,0.00042505
ENSDARG00000021891,147.8885904,2.811058921,0.424390307,6.623758547,3.50E-11,1.31E-08
ENSDARG00000069563,107.3426751,2.811150458,0.521525909,5.390241236,7.04E-08,5.90E-06
ENSDARG00000011449,62.73338963,2.812964979,0.583293195,4.822557508,1.42E-06,6.88E-05
ENSDARG00000086337,97.99762631,2.813520765,0.625633286,4.497076529,6.89E-06,0.000258595
ENSDARG00000044797,23.76649776,2.814311152,0.682852579,4.121403709,3.77E-05,0.001049054
ENSDARG00000095475,53.69655241,2.815240468,0.65173602,4.319602385,1.56E-05,0.000503654
ENSDARG00000099377,69.72675513,2.817235401,0.651586477,4.323655421,1.53E-05,0.000498237
ENSDARG00000013685,33.03975889,2.818225103,0.760370212,3.706385465,0.000210238,0.004333379
ENSDARG00000099088,10.7229049,2.819586833,0.81528301,3.458414806,0.000543364,0.009079609
ENSDARG00000042725,1738.088026,2.821107182,0.662514679,4.258180642,2.06E-05,0.000631727
ENSDARG00000061496,11.55404786,2.821996666,0.837774336,3.368444872,0.000755935,0.011685861
ENSDARG00000095112,242.9024887,2.82272538,0.736694734,3.831607925,0.000127309,0.002888405
ENSDARG00000077337,66.02308082,2.82341646,0.577754647,4.886877974,1.02E-06,5.23E-05
ENSDARG00000101901,9.232073312,2.824060091,0.852495902,3.312696383,0.000924012,0.013681137
