,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSDARG00000052688,28.36128039,2.824544173,0.814389321,3.468297166,0.000523768,0.008848409
ENSDARG00000104188,29.46156051,2.825835022,0.764291102,3.697328171,0.000217881,0.004450273
ENSDARG00000056026,79.86337013,2.826346687,0.571480356,4.94565851,7.59E-07,4.15E-05
ENSDARG00000074094,74.70579359,2.82689657,0.665555578,4.247423754,2.16E-05,0.000658137
ENSDARG00000007709,36.92391161,2.827002631,0.810319052,3.488752516,0.00048528,0.008346118
ENSDARG00000071208,23.88145381,2.827171563,0.814440298,3.471306083,0.000517933,0.008794589
ENSDARG00000087492,33.10499157,2.830182955,0.717853025,3.942566034,8.06E-05,0.00197792
ENSDARG00000077114,86.89725463,2.832100192,0.586446282,4.829257648,1.37E-06,6.71E-05
ENSDARG00000036897,18.21432216,2.832115962,0.721398116,3.925871027,8.64E-05,0.002088986
ENSDARG00000104999,11.00992796,2.832323545,0.837773663,3.380774151,0.000722819,0.011255254
ENSDARG00000070080,574.4811304,2.837510131,0.641105555,4.425964038,9.60E-06,0.000334558
ENSDARG00000110019,17.80033953,2.837567184,0.827482556,3.429156498,0.00060546,0.009820943
ENSDARG00000096091,15.59997208,2.838195859,0.856318649,3.314415564,0.000918349,0.013616133
ENSDARG00000105187,17.49379317,2.840774346,0.788171113,3.604260928,0.000313042,0.005849383
ENSDARG00000036816,42.03928822,2.841530548,0.647081272,4.391303953,1.13E-05,0.000382641
ENSDARG00000113533,76.19389328,2.844226722,0.730964939,3.891057657,9.98E-05,0.002351758
ENSDARG00000105068,41.27780444,2.844628215,0.624121775,4.557809597,5.17E-06,0.000204041
ENSDARG00000040258,22.14533533,2.845533744,0.858117776,3.316017713,0.0009131,0.013557102
ENSDARG00000094088,17.23765599,2.845601373,0.856713124,3.321533537,0.000895242,0.013326074
ENSDARG00000031757,8.011041446,2.845887195,0.842681691,3.377179339,0.000732333,0.011362046
ENSDARG00000039697,23.4910957,2.846529976,0.684764171,4.156949352,3.23E-05,0.000918833
ENSDARG00000032496,51.21170794,2.849101448,0.715807884,3.980259947,6.88E-05,0.001732742
ENSDARG00000076139,8.907094526,2.849676855,0.836661495,3.406009326,0.000659199,0.010487415
ENSDARG00000061259,15.05963659,2.850512158,0.785435131,3.62921398,0.000284286,0.00544033
ENSDARG00000099672,844.8694704,2.852537753,0.412505579,6.915149512,4.67E-12,3.03E-09
ENSDARG00000012671,70.05489776,2.852800193,0.691554969,4.125196582,3.70E-05,0.001033259
ENSDARG00000116843,47.20851579,2.85322652,0.859043405,3.321399713,0.000895672,0.013326074
ENSDARG00000101654,9.821598179,2.853497906,0.777180281,3.671603584,0.000241033,0.004797124
ENSDARG00000089961,16.89228342,2.85638661,0.85853173,3.327060037,0.000877675,0.013122186
ENSDARG00000042726,15.07186871,2.857244515,0.822617823,3.473355958,0.000513993,0.008741439
ENSDARG00000096940,21.35853065,2.859140963,0.857595168,3.333905167,0.000856358,0.012902669
ENSDARG00000001909,16.82351391,2.862030489,0.80245776,3.566580859,0.000361669,0.006585458
ENSDARG00000046148,99.13166699,2.864243803,0.473852418,6.044590454,1.50E-09,2.70E-07
ENSDARG00000100518,72.99015679,2.864899614,0.702427738,4.078568458,4.53E-05,0.001210497
ENSDARG00000006257,85.08081878,2.865404702,0.506677406,5.655284148,1.56E-08,1.79E-06
ENSDARG00000075930,70.7262731,2.867669996,0.75935584,3.776450834,0.000159079,0.003469413
ENSDARG00000073810,276.1953671,2.868468725,0.823934504,3.481428089,0.000498748,0.008536565
ENSDARG00000060094,74.81778618,2.87035341,0.595931242,4.816584879,1.46E-06,7.07E-05
ENSDARG00000090730,659.6594197,2.870573796,0.605007689,4.744689771,2.09E-06,9.70E-05
ENSDARG00000036966,385.6314785,2.870943463,0.730557973,3.929795538,8.50E-05,0.002067003
ENSDARG00000041339,193.3315596,2.871212395,0.805977055,3.562399669,0.00036748,0.006657276
ENSDARG00000097845,76.06883988,2.871278729,0.628988009,4.564918071,5.00E-06,0.000198715
ENSDARG00000030107,466.1326578,2.871556052,0.704101359,4.078327664,4.54E-05,0.001210497
ENSDARG00000035652,285.7904247,2.871632268,0.535554425,5.36198028,8.23E-08,6.57E-06
ENSDARG00000068369,52.88989628,2.871963922,0.783654659,3.664833597,0.000247499,0.004907554
ENSDARG00000060627,14.73945566,2.872398051,0.841715642,3.412551588,0.000643577,0.010321844
ENSDARG00000094489,86.82380554,2.874867405,0.705586131,4.074438652,4.61E-05,0.001227431
ENSDARG00000104235,22.74232431,2.876593229,0.751143856,3.829616934,0.000128343,0.00290571
ENSDARG00000079834,21.45736431,2.877278206,0.760118051,3.785304406,0.000153521,0.003379189
ENSDARG00000062837,30.2854687,2.877281172,0.785647524,3.662305403,0.000249956,0.004928848
ENSDARG00000098461,15.61727898,2.877495684,0.805367286,3.572898644,0.000353051,0.006461536
ENSDARG00000057143,28.77183432,2.877620203,0.622397488,4.623444439,3.77E-06,0.000158331
ENSDARG00000100968,1419.800017,2.877827977,0.489496441,5.879160165,4.12E-09,6.13E-07
ENSDARG00000043002,75.13190615,2.879746668,0.792307034,3.634634737,0.000278375,0.00534155
ENSDARG00000076238,100.1021992,2.880304173,0.594113272,4.848072425,1.25E-06,6.19E-05
ENSDARG00000090977,168.1536193,2.880510214,0.537003182,5.364046823,8.14E-08,6.52E-06
ENSDARG00000063444,12.28024307,2.883259761,0.846154371,3.407486696,0.000655641,0.010444855
ENSDARG00000036832,7.135311925,2.883686437,0.816819529,3.530383804,0.000414957,0.007325091
ENSDARG00000045302,48.87931111,2.884326871,0.781618055,3.690199904,0.000224078,0.004518517
ENSDARG00000079479,6.268294429,2.888018232,0.84940406,3.400052306,0.00067373,0.010667033
ENSDARG00000079978,15.2919916,2.888874912,0.832984511,3.468101596,0.000524149,0.008848409
ENSDARG00000016718,34.83849682,2.889469079,0.811098561,3.562414258,0.00036746,0.006657276
ENSDARG00000094492,31.30358974,2.894053379,0.669456614,4.322988703,1.54E-05,0.000498838
ENSDARG00000090900,189.8148435,2.894056357,0.800062888,3.61728609,0.000297708,0.005641689
ENSDARG00000061303,237.2826357,2.895012459,0.796333198,3.635428569,0.000277519,0.005329907
ENSDARG00000056819,315.7914547,2.89652676,0.836202888,3.463904278,0.000532396,0.008961928
ENSDARG00000018587,551.4958808,2.898052029,0.606889427,4.775255425,1.79E-06,8.46E-05
ENSDARG00000010770,17.90179848,2.900492461,0.85703421,3.384336852,0.000713504,0.011142642
ENSDARG00000097592,28.10592943,2.90416232,0.637632325,4.554603342,5.25E-06,0.000206797
ENSDARG00000020541,169.252191,2.905491145,0.594289639,4.889015312,1.01E-06,5.19E-05
ENSDARG00000103277,145.7492896,2.906342892,0.84526788,3.438369018,0.00058523,0.009601984
ENSDARG00000074466,127.9110137,2.907362911,0.731699543,3.973438197,7.08E-05,0.001776877
ENSDARG00000058658,22.27612381,2.910829031,0.783850691,3.713499348,0.000204413,0.004221444
ENSDARG00000017010,27.76229765,2.913400209,0.82302181,3.539882146,0.000400306,0.00710161
ENSDARG00000098925,27.77080586,2.915283416,0.759570547,3.838068007,0.000124006,0.002830397
ENSDARG00000090253,12.02602519,2.920887397,0.846217178,3.451699486,0.000557068,0.009211616
ENSDARG00000109648,391.8551666,2.922472608,0.535654743,5.4558886,4.87E-08,4.36E-06
ENSDARG00000056654,15.60259393,2.924057861,0.807107678,3.622884455,0.000291336,0.005545492
ENSDARG00000117450,80.31460014,2.925806185,0.865716306,3.37963622,0.000725818,0.011285525
ENSDARG00000078258,45.92911318,2.927313771,0.651949789,4.490090834,7.12E-06,0.000263981
ENSDARG00000039579,2143.982823,2.927878488,0.645185448,4.538041729,5.68E-06,0.00022007
ENSDARG00000060631,52.93269661,2.931725674,0.596049019,4.918598269,8.72E-07,4.64E-05
ENSDARG00000044975,1244.329701,2.931863778,0.621304781,4.718881725,2.37E-06,0.000106815
ENSDARG00000078246,28.49550839,2.934097421,0.806300613,3.638962162,0.000273739,0.005272354
ENSDARG00000017799,59.7819873,2.93561618,0.667547785,4.397612045,1.09E-05,0.000374987
ENSDARG00000022615,582.3890969,2.936157869,0.794169995,3.697140269,0.000218042,0.004450273
ENSDARG00000058005,83.57119166,2.940203127,0.695199248,4.229295611,2.34E-05,0.000698538
ENSDARG00000015793,31.17898786,2.941484599,0.652606679,4.507285464,6.57E-06,0.000249086
ENSDARG00000117144,25.17172405,2.941694737,0.822765865,3.575372851,0.000349729,0.006427895
ENSDARG00000077542,14.31577277,2.943581656,0.812324802,3.623651091,0.000290473,0.005533997
ENSDARG00000079175,571.8682505,2.945088026,0.450902204,6.53154498,6.51E-11,2.18E-08
ENSDARG00000058672,45.34296862,2.946927236,0.587602637,5.015170205,5.30E-07,3.13E-05
ENSDARG00000000212,1449.110217,2.948127271,0.817842207,3.60476293,0.000312438,0.005843191
ENSDARG00000034207,11.76378864,2.948685503,0.835589794,3.528867303,0.000417342,0.007357021
ENSDARG00000099495,6.285748493,2.948720561,0.832298176,3.542865582,0.000395804,0.007033418
ENSDARG00000078254,6.783848496,2.951696978,0.810259847,3.642901705,0.000269582,0.005224368
ENSDARG00000110748,11.5317094,2.951963308,0.808518902,3.651075195,0.000261145,0.005088517
ENSDARG00000045898,20.42846158,2.956723766,0.734052588,4.02794543,5.63E-05,0.001452135
ENSDARG00000004745,39.87020713,2.95736389,0.659699706,4.482894056,7.36E-06,0.000269205
ENSDARG00000079608,18.32507774,2.958023424,0.769221072,3.845478931,0.000120317,0.002756088
ENSDARG00000053563,36.09685093,2.958817683,0.68315938,4.331079641,1.48E-05,0.000483195
ENSDARG00000053479,59.62284918,2.960121175,0.870511274,3.400439791,0.000672776,0.010662246
ENSDARG00000078650,15.20397561,2.960214141,0.777937868,3.805206385,0.000141686,0.003149941
ENSDARG00000070494,146.9719719,2.962928744,0.694756263,4.264702458,2.00E-05,0.000618874
ENSDARG00000008098,255.3002488,2.964461314,0.694980833,4.2655296,1.99E-05,0.000617478
ENSDARG00000099233,16.26516442,2.965752884,0.812154341,3.651710929,0.000260499,0.005080562
ENSDARG00000090340,29.33995871,2.967899124,0.596511131,4.975429577,6.51E-07,3.68E-05
ENSDARG00000071014,167.8281321,2.97124009,0.574175832,5.174791281,2.28E-07,1.57E-05
ENSDARG00000090598,33.42526751,2.971421194,0.806347276,3.685039041,0.000228668,0.004594061
ENSDARG00000093684,29.40358649,2.971454383,0.777836592,3.820152476,0.000133369,0.002997305
ENSDARG00000058115,215.2510766,2.975054452,0.541131446,5.497840635,3.84E-08,3.58E-06
ENSDARG00000117685,27.29864296,2.978746041,0.702081376,4.24273616,2.21E-05,0.000670107
ENSDARG00000043798,41.70816759,2.979191837,0.759124937,3.924507931,8.69E-05,0.002088986
ENSDARG00000096454,50.90970022,2.980974258,0.581038863,5.130421468,2.89E-07,1.94E-05
ENSDARG00000113346,22.48038588,2.981534933,0.780710937,3.818999827,0.000133994,0.003001883
ENSDARG00000113458,152.8833882,2.983818644,0.544591665,5.479001672,4.28E-08,3.94E-06
ENSDARG00000058682,8.659142672,2.985190545,0.798293837,3.73946335,0.000184414,0.003902599
ENSDARG00000068036,518.2859284,2.986685421,0.74396519,4.014549953,5.96E-05,0.001527904
ENSDARG00000102554,59.52833054,2.988042173,0.588635056,5.076221918,3.85E-07,2.44E-05
ENSDARG00000097901,12.65640067,2.988230362,0.792720432,3.769589177,0.000163516,0.003540926
ENSDARG00000096242,81.42798436,2.988249812,0.86921296,3.437879956,0.000586288,0.009609497
ENSDARG00000104134,37.50120717,2.988358961,0.843947239,3.540931024,0.000398718,0.007079309
ENSDARG00000058700,15.46903778,2.988818873,0.80400946,3.717392669,0.000201289,0.00417305
ENSDARG00000074014,18.96811376,2.990980571,0.696304132,4.295508865,1.74E-05,0.000548382
ENSDARG00000111833,198.0660362,2.992034996,0.794934056,3.763878243,0.000167298,0.003600954
ENSDARG00000055520,29.13944443,2.992726792,0.782498883,3.824576439,0.000130997,0.002956417
ENSDARG00000093006,55.25922794,2.999975738,0.7036617,4.263377896,2.01E-05,0.000620762
ENSDARG00000088885,74.8987887,3.001205103,0.78490858,3.823636508,0.000131498,0.002964588
ENSDARG00000013153,47.40538024,3.002462979,0.730193669,4.111872106,3.92E-05,0.001083453
ENSDARG00000102555,103.094226,3.011809344,0.545066548,5.525580972,3.28E-08,3.21E-06
ENSDARG00000094815,18.42580693,3.01196646,0.798616348,3.771481096,0.000162281,0.003528467
ENSDARG00000087403,28.64113801,3.012696507,0.732751993,4.111481833,3.93E-05,0.001083888
ENSDARG00000100312,9.080920648,3.017426839,0.864096325,3.492002859,0.000479413,0.008278486
ENSDARG00000031658,156.2375085,3.01751648,0.696145764,4.334604385,1.46E-05,0.00047843
ENSDARG00000037267,27.28021108,3.018246342,0.729190788,4.139172341,3.49E-05,0.000983295
ENSDARG00000117543,46.73792362,3.020582723,0.803587994,3.758869898,0.000170683,0.003648105
ENSDARG00000004497,55.06966973,3.024195662,0.606772979,4.984064495,6.23E-07,3.59E-05
ENSDARG00000103319,20.71828527,3.027425849,0.790281694,3.830818646,0.000127718,0.002894617
ENSDARG00000070746,13.11703748,3.02869985,0.847256818,3.57471287,0.000350612,0.006427895
ENSDARG00000098699,27.94158416,3.03035927,0.808746616,3.746982319,0.000178975,0.003806326
ENSDARG00000063295,1772.710575,3.033982802,0.563912521,5.38023663,7.44E-08,6.08E-06
ENSDARG00000100969,42.57494691,3.035870487,0.772878678,3.928003934,8.57E-05,0.002080095
ENSDARG00000113324,28.79611101,3.036857126,0.75778814,4.007527917,6.14E-05,0.001566523
ENSDARG00000004405,14.233074,3.037683084,0.803575347,3.780209407,0.000156697,0.003438484
ENSDARG00000095294,237.7078013,3.039592952,0.80415564,3.779856535,0.000156919,0.003439833
ENSDARG00000088595,28.00201647,3.041734362,0.796341009,3.819637977,0.000133648,0.003000412
ENSDARG00000078182,103.2762939,3.045643916,0.68384733,4.453689857,8.44E-06,0.000298494
ENSDARG00000076269,16.89493106,3.046319177,0.84416632,3.608671782,0.000307769,0.005791303
ENSDARG00000068219,94.82773342,3.047500808,0.565702598,5.387107679,7.16E-08,5.98E-06
ENSDARG00000070950,14.76231322,3.048895733,0.815771498,3.737438413,0.000185905,0.003914584
ENSDARG00000091660,14.53538778,3.051643329,0.841400131,3.626863387,0.000286885,0.005480272
ENSDARG00000055252,41.52783749,3.05322488,0.612958089,4.981131558,6.32E-07,3.62E-05
ENSDARG00000103193,13.17246915,3.05438792,0.838131279,3.644283414,0.000268138,0.005205816
ENSDARG00000099124,74.86674307,3.056988488,0.681485607,4.485771172,7.27E-06,0.000267532
ENSDARG00000114227,42.60035039,3.058140013,0.569264637,5.372088502,7.78E-08,6.28E-06
ENSDARG00000104113,33.34190724,3.058462692,0.812282655,3.765268989,0.00016637,0.00359181
ENSDARG00000097651,40.06208651,3.058797673,0.860831752,3.553304891,0.000380423,0.006822427
ENSDARG00000075296,24.93554133,3.059258245,0.6765402,4.521916427,6.13E-06,0.000235027
ENSDARG00000014657,119.5018929,3.060289148,0.494646175,6.186824653,6.14E-10,1.25E-07
ENSDARG00000098625,71.23054653,3.062036457,0.815730268,3.753736472,0.000174218,0.003716246
ENSDARG00000038056,19.33111247,3.062185184,0.869921082,3.520072391,0.000431429,0.007572128
ENSDARG00000069710,23.34509101,3.063185725,0.789420823,3.880295068,0.00010433,0.002439493
ENSDARG00000026500,6.981026097,3.064483325,0.834908685,3.670441307,0.000242132,0.004814513
ENSDARG00000089769,325.1582745,3.064736973,0.822539586,3.725944654,0.000194585,0.004065574
ENSDARG00000003925,9.076472242,3.066563114,0.857743476,3.57515178,0.000350025,0.006427895
ENSDARG00000017320,306.2781158,3.066909763,0.752966868,4.073100547,4.64E-05,0.001229918
ENSDARG00000023031,28.53647076,3.067126504,0.706586246,4.340767346,1.42E-05,0.000465919
ENSDARG00000101429,9.712893159,3.067402981,0.842005632,3.642972046,0.000269508,0.005224368
ENSDARG00000055476,16.08673272,3.072131916,0.744400916,4.126985672,3.68E-05,0.001026595
ENSDARG00000104538,33.56592438,3.072688831,0.616244229,4.986154332,6.16E-07,3.56E-05
ENSDARG00000100267,27.5966656,3.072999424,0.705907172,4.353262787,1.34E-05,0.000444904
ENSDARG00000105317,23.24592255,3.074704375,0.790420567,3.889959985,0.000100261,0.002355665
ENSDARG00000069904,16.30074693,3.075195866,0.722354731,4.257182428,2.07E-05,0.000633645
ENSDARG00000068851,44.37022101,3.076159528,0.738505546,4.165384463,3.11E-05,0.000891444
ENSDARG00000028731,287.7674898,3.076344596,0.553822861,5.554744693,2.78E-08,2.85E-06
ENSDARG00000071701,55.54703495,3.080777606,0.77113317,3.995130445,6.47E-05,0.001635191
ENSDARG00000078468,122.7546311,3.082604101,0.673729153,4.575435229,4.75E-06,0.000191841
ENSDARG00000019815,1814.240984,3.082721167,0.614370187,5.017693297,5.23E-07,3.10E-05
ENSDARG00000116430,49.06737729,3.08346352,0.810331995,3.805185451,0.000141698,0.003149941
ENSDARG00000114760,40.70940946,3.084133553,0.78192864,3.944264724,8.00E-05,0.001966208
ENSDARG00000044827,57.57730888,3.084604787,0.803776573,3.837639578,0.000124223,0.002830397
ENSDARG00000102435,158.092763,3.085924532,0.765476621,4.031376593,5.55E-05,0.001436291
ENSDARG00000044094,76.16876724,3.086062692,0.701788603,4.397424922,1.10E-05,0.000374987
ENSDARG00000070480,143.6757123,3.087338652,0.692603349,4.457585511,8.29E-06,0.000294094
ENSDARG00000116660,23.79228122,3.088403962,0.774522793,3.987492673,6.68E-05,0.001684737
ENSDARG00000060127,32.27202703,3.089101092,0.776791452,3.976744444,6.99E-05,0.00175442
ENSDARG00000077488,54.3638496,3.089919743,0.810609581,3.811847054,0.000137932,0.003083657
ENSDARG00000110960,252.3526989,3.090866281,0.646600647,4.780178142,1.75E-06,8.29E-05
ENSDARG00000004952,458.6190799,3.094115591,0.499041204,6.200120487,5.64E-10,1.17E-07
ENSDARG00000039677,365.1403032,3.094889378,0.631864367,4.898028023,9.68E-07,5.03E-05
ENSDARG00000086805,112.0145131,3.096172212,0.603908519,5.126889444,2.95E-07,1.97E-05
ENSDARG00000078297,41.93552669,3.096217477,0.784560354,3.946436321,7.93E-05,0.001955202
ENSDARG00000088234,159.9544241,3.097962836,0.620998142,4.988682943,6.08E-07,3.52E-05
ENSDARG00000036834,50.52483541,3.098093985,0.752690627,4.116025725,3.85E-05,0.001066875
ENSDARG00000087198,53.33755011,3.098221392,0.760622102,4.073272898,4.64E-05,0.001229918
ENSDARG00000071456,31.50171519,3.099814522,0.817954204,3.789716476,0.000150819,0.003323151
ENSDARG00000040100,12.9490165,3.104237451,0.798308334,3.888519409,0.000100858,0.002366062
ENSDARG00000045067,13.44050099,3.105349941,0.852898925,3.640935461,0.000271649,0.005246334
ENSDARG00000091996,243.9416063,3.107684878,0.699888253,4.440258661,8.99E-06,0.000316177
ENSDARG00000069190,11.29408914,3.114543249,0.837506635,3.71882815,0.000200149,0.004157467
ENSDARG00000116187,18.80822305,3.114735577,0.872012529,3.571893147,0.00035441,0.006480857
ENSDARG00000060315,35.19952794,3.114871051,0.80034177,3.891926136,9.95E-05,0.002345938
ENSDARG00000052061,48.41083845,3.114917989,0.757198067,4.11374266,3.89E-05,0.001076095
ENSDARG00000040466,36.64933359,3.122975726,0.692572805,4.509238169,6.51E-06,0.000247683
ENSDARG00000113858,10.63451332,3.123014056,0.857505221,3.641976727,0.000270553,0.005233699
ENSDARG00000069279,87.0735622,3.123115849,0.700164925,4.460543136,8.18E-06,0.000290546
ENSDARG00000017653,386.5500809,3.123619576,0.637971889,4.896171177,9.77E-07,5.04E-05
ENSDARG00000011821,409.9670293,3.127922058,0.836716391,3.738330088,0.000185247,0.003914584
ENSDARG00000031119,23.35406499,3.128674648,0.668355596,4.681152765,2.85E-06,0.000125185
ENSDARG00000010729,6059.05639,3.130874628,0.701020853,4.46616476,7.96E-06,0.000284912
ENSDARG00000101090,15.98282163,3.131100528,0.779884373,4.014826605,5.95E-05,0.001527904
ENSDARG00000105494,8.755301233,3.133139783,0.798296681,3.924781172,8.68E-05,0.002088986
ENSDARG00000092551,40.18472353,3.135148696,0.832082287,3.76783492,0.00016467,0.003558692
